data,localita,tmedia,tmin,tmax
2021-02-26,Palermo,12.3,8.8,16.6
2021-02-27,Palermo,12.4,9.1,15.8
2021-02-28,Palermo,12.6,9.5,16.2
2021-03-01,Palermo,12.2,8.3,15.9
2021-03-02,Palermo,11.9,7.7,16.2
2021-03-03,Palermo,11.5,7.3,15.5
2021-03-04,Palermo,11.6,6.8,14.9
2021-03-05,Palermo,11.2,8.3,13.5
2021-03-06,Palermo,12.4,8.4,16.4
2021-03-07,Palermo,13.1,9.2,17.0
2021-03-08,Palermo,13.2,10.4,16.6
2021-03-09,Palermo,14.3,9.7,17.0
2021-03-10,Palermo,13.5,11.6,15.2
2021-03-11,Palermo,12.5,9.4,16.3
2021-03-12,Palermo,13.2,8.2,18.2
2021-03-13,Palermo,14.9,11.3,18.2
2021-03-14,Palermo,14.3,11.3,17.1
2021-03-15,Palermo,13.7,11.7,16.2
2021-03-16,Palermo,11.9,10.1,13.7
2021-03-17,Palermo,11.5,9.1,14.7
2021-03-18,Palermo,11.2,9.1,14.2
2021-03-19,Palermo,10.8,7.0,13.7
2021-03-20,Palermo,11.2,10.3,12.1
2021-03-21,Palermo,9.9,7.1,11.0
2021-03-22,Palermo,8.8,5.8,10.6
2021-03-23,Palermo,9.7,8.3,11.0
2021-03-24,Palermo,10.9,8.9,13.1
2021-03-25,Palermo,11.7,8.1,15.5
2021-03-26,Palermo,12.2,7.4,17.1
2021-03-27,Palermo,12.9,6.8,18.0
2021-03-28,Palermo,13.9,8.9,18.4
2021-03-29,Palermo,13.4,9.0,17.5
2021-03-30,Palermo,14.6,10.6,18.4
2021-03-31,Palermo,14.8,10.0,19.1
2021-04-01,Palermo,15.5,9.9,20.0
2021-04-02,Palermo,15.8,10.6,20.1
2021-04-03,Palermo,16.6,12.9,20.4
2021-04-04,Palermo,15.2,12.0,18.2
2021-04-05,Palermo,13.4,11.0,16.7
2021-04-06,Palermo,16.5,10.9,19.9
2021-04-07,Palermo,15.6,12.7,18.0
2021-04-08,Palermo,11.4,8.5,13.7
2021-04-09,Palermo,11.7,6.8,15.3
2021-04-10,Palermo,13.1,7.5,18.2
2021-04-11,Palermo,14.7,8.5,19.5
2021-04-12,Palermo,15.4,12.3,18.1
2021-04-13,Palermo,14.9,10.2,17.8
2021-04-14,Palermo,13.1,9.0,16.1
2021-04-15,Palermo,13.7,11.9,15.6
2021-04-16,Palermo,13.9,12.3,15.3
2021-04-17,Palermo,12.8,11.2,14.1
2021-04-18,Palermo,13.1,11.0,15.6
2021-04-19,Palermo,13.6,11.3,15.8
2021-04-20,Palermo,13.8,10.5,17.1
2021-04-21,Palermo,15.4,9.5,17.8
2021-04-22,Palermo,17.9,15.5,20.9
2021-04-23,Palermo,15.2,14.4,16.2
2021-04-24,Palermo,15.9,13.2,18.4
2021-04-25,Palermo,15.3,10.6,19.7
2021-04-26,Palermo,18.1,11.4,22.4
2021-04-27,Palermo,18.7,15.6,22.2
2021-04-28,Palermo,18.6,15.4,21.9
2021-04-29,Palermo,20.5,17.0,23.6
2021-04-30,Palermo,21.1,15.5,24.5
2021-05-01,Palermo,23.3,18.9,25.8
2021-05-02,Palermo,18.0,14.6,21.0
2021-05-03,Palermo,15.4,13.2,17.2
2021-05-04,Palermo,17.4,12.6,19.9
2021-05-05,Palermo,17.3,14.2,19.4
2021-05-06,Palermo,17.2,13.6,19.8
2021-05-07,Palermo,17.9,14.8,20.9
2021-05-08,Palermo,18.4,14.2,22.2
2021-05-09,Palermo,18.6,13.2,22.4
2021-05-10,Palermo,19.9,14.0,23.8
2021-05-11,Palermo,20.7,17.0,24.3
2021-05-12,Palermo,18.3,15.5,20.4
2021-05-13,Palermo,19.3,14.8,23.1
2021-05-14,Palermo,20.1,16.8,22.3
2021-05-15,Palermo,18.4,14.2,21.3
2021-05-16,Palermo,19.9,13.8,24.2
2021-05-17,Palermo,23.0,19.1,27.3
2021-05-18,Palermo,19.0,15.9,21.8
2021-05-19,Palermo,20.2,14.0,24.1
2021-05-20,Palermo,18.8,15.3,20.8
2021-05-21,Palermo,18.0,13.4,21.7
2021-05-22,Palermo,20.4,13.4,25.0
2021-05-23,Palermo,22.2,16.3,25.5
2021-05-24,Palermo,23.9,18.9,28.3
2021-05-25,Palermo,19.5,15.9,21.9
2021-05-26,Palermo,19.2,13.9,23.4
2021-05-27,Palermo,20.1,16.4,23.9
2021-05-28,Palermo,20.0,16.8,23.0
2021-05-29,Palermo,21.3,17.6,24.3
2021-05-30,Palermo,21.0,17.8,24.1
2021-05-31,Palermo,20.3,17.1,23.6
2021-06-01,Palermo,20.2,15.8,23.7
2021-06-02,Palermo,20.1,17.5,22.7
2021-06-03,Palermo,22.0,17.5,24.6
2021-06-04,Palermo,22.5,18.8,24.9
2021-06-05,Palermo,22.4,19.2,25.9
2021-06-06,Palermo,23.7,18.6,28.1
2021-06-07,Palermo,22.1,18.3,24.8
2021-06-08,Palermo,21.2,17.4,23.7
2021-06-09,Palermo,21.9,18.7,24.5
2021-06-10,Palermo,22.3,18.8,25.5
2021-06-11,Palermo,22.7,18.1,26.4
2021-06-12,Palermo,23.0,18.6,26.2
2021-06-13,Palermo,23.3,18.6,26.2
2021-06-14,Palermo,24.3,20.2,27.7
2021-06-15,Palermo,23.2,19.8,26.7
2021-06-16,Palermo,23.2,19.5,26.3
2021-06-17,Palermo,23.1,18.5,26.1
2021-06-18,Palermo,24.0,19.8,27.0
2021-06-19,Palermo,25.5,21.5,28.4
2021-06-20,Palermo,27.5,21.6,32.3
2021-06-21,Palermo,30.1,25.6,35.4
2021-06-22,Palermo,28.0,24.8,30.6
2021-06-23,Palermo,28.2,23.6,32.7
2021-06-24,Palermo,29.3,26.0,32.6
2021-06-25,Palermo,29.1,25.9,32.6
2021-06-26,Palermo,27.5,25.0,29.6
2021-06-27,Palermo,28.9,25.1,32.3
2021-06-28,Palermo,29.7,26.0,33.3
2021-06-29,Palermo,29.5,25.3,33.0
2021-06-30,Palermo,28.1,25.9,30.3
2021-07-01,Palermo,26.5,23.0,29.5
2021-07-02,Palermo,27.4,22.6,31.4
2021-07-03,Palermo,26.9,21.8,30.3
2021-07-04,Palermo,28.6,23.1,32.9
2021-07-05,Palermo,27.0,23.3,29.5
2021-07-06,Palermo,26.7,22.2,30.3
2021-07-07,Palermo,27.9,23.9,30.6
2021-07-08,Palermo,28.5,23.8,31.9
2021-07-09,Palermo,27.8,25.4,30.2
2021-07-10,Palermo,26.4,23.4,29.2
2021-07-11,Palermo,25.9,22.5,28.9
2021-07-12,Palermo,27.7,22.3,31.5
2021-07-13,Palermo,29.9,23.1,34.5
2021-07-14,Palermo,25.1,22.4,27.0
2021-07-15,Palermo,25.0,21.9,28.3
2021-07-16,Palermo,26.0,21.0,29.7
2021-07-17,Palermo,25.3,23.3,27.2
2021-07-18,Palermo,24.8,23.0,26.9
2021-07-19,Palermo,25.9,22.2,28.9
2021-07-20,Palermo,25.5,20.8,28.9
2021-07-21,Palermo,26.3,22.1,29.6
2021-07-22,Palermo,27.2,22.0,31.0
2021-07-23,Palermo,26.9,23.0,30.2
2021-07-24,Palermo,27.5,23.3,31.0
2021-07-25,Palermo,28.8,22.4,33.6
2021-07-26,Palermo,29.2,24.7,33.0
2021-07-27,Palermo,28.8,24.0,32.3
2021-07-28,Palermo,28.4,24.0,32.1
2021-07-29,Palermo,30.2,24.4,34.7
2021-07-30,Palermo,30.6,25.4,35.9
2021-07-31,Palermo,29.9,24.4,33.3
2021-08-01,Palermo,31.7,26.8,36.6
2021-08-02,Palermo,28.2,25.4,30.1
2021-08-03,Palermo,28.2,24.1,31.7
2021-08-04,Palermo,32.9,26.0,38.2
2021-08-05,Palermo,28.4,23.9,31.2
2021-08-06,Palermo,27.4,22.3,32.3
2021-08-07,Palermo,28.4,22.0,32.9
2021-08-08,Palermo,29.8,25.3,33.9
2021-08-09,Palermo,30.2,24.5,34.7
2021-08-10,Palermo,31.6,25.6,34.9
2021-08-11,Palermo,32.3,27.8,36.2
2021-08-12,Palermo,30.0,26.8,32.8
2021-08-13,Palermo,30.0,26.2,32.9
2021-08-14,Palermo,29.3,25.2,32.3
2021-08-15,Palermo,28.8,23.9,32.3
2021-08-16,Palermo,29.0,24.0,33.1
2021-08-17,Palermo,30.9,26.2,36.4
2021-08-18,Palermo,27.6,24.1,30.9
2021-08-19,Palermo,27.0,23.7,29.9
2021-08-20,Palermo,26.6,23.6,29.5
2021-08-21,Palermo,27.0,23.9,30.0
2021-08-22,Palermo,26.4,22.4,30.0
2021-08-23,Palermo,27.2,23.3,31.3
2021-08-24,Palermo,27.8,21.8,32.1
2021-08-25,Palermo,28.0,24.1,31.1
2021-08-26,Palermo,28.1,24.7,31.9
2021-08-27,Palermo,27.1,23.2,31.0
2021-08-28,Palermo,28.1,23.9,31.7
2021-08-29,Palermo,26.6,22.8,29.3
2021-08-30,Palermo,25.1,21.6,27.9
2021-08-31,Palermo,24.9,20.5,28.3
2021-09-01,Palermo,25.9,22.5,28.9
2021-09-02,Palermo,26.1,22.1,29.3
2021-09-03,Palermo,26.4,23.3,29.8
2021-09-04,Palermo,25.9,23.6,28.4
2021-09-05,Palermo,25.2,23.0,27.8
2021-09-06,Palermo,24.6,22.4,27.3
2021-09-07,Palermo,23.8,20.9,27.1
2021-09-08,Palermo,23.6,20.5,26.9
2021-09-09,Palermo,23.4,19.1,26.8
2021-09-10,Palermo,24.3,21.5,27.2
2021-09-11,Palermo,23.8,22.4,26.3
2021-09-12,Palermo,24.7,22.4,27.4
2021-09-13,Palermo,24.2,21.4,27.6
2021-09-14,Palermo,24.0,21.4,27.0
2021-09-15,Palermo,24.6,21.0,28.2
2021-09-16,Palermo,25.9,21.0,29.8
2021-09-17,Palermo,28.6,25.5,32.0
2021-09-18,Palermo,28.2,25.3,32.4
2021-09-19,Palermo,26.6,23.5,29.7
2021-09-20,Palermo,24.9,22.5,28.2
2021-09-21,Palermo,24.3,21.1,27.6
2021-09-22,Palermo,24.3,22.4,26.8
2021-09-23,Palermo,23.4,20.4,26.4
2021-09-24,Palermo,23.1,18.7,26.6
2021-09-25,Palermo,24.9,20.9,28.1
2021-09-26,Palermo,25.0,21.7,28.0
2021-09-27,Palermo,25.3,22.1,28.0
2021-09-28,Palermo,24.6,21.8,27.0
2021-09-29,Palermo,23.8,21.0,26.8
2021-09-30,Palermo,23.2,20.2,25.9
2021-10-01,Palermo,22.4,19.5,25.2
2021-10-02,Palermo,21.2,19.2,24.4
2021-10-03,Palermo,22.2,18.8,25.5
2021-10-04,Palermo,23.3,18.7,27.8
2021-10-05,Palermo,22.2,20.7,23.6
2021-10-06,Palermo,22.5,20.5,25.0
2021-10-07,Palermo,20.7,19.2,22.3
2021-10-08,Palermo,19.2,17.4,21.2
2021-10-09,Palermo,19.1,16.2,22.2
2021-10-10,Palermo,19.2,17.5,21.5
2021-10-11,Palermo,19.1,18.0,20.7
2021-10-12,Palermo,19.1,17.7,20.9
2021-10-13,Palermo,17.4,15.2,20.5
2021-10-14,Palermo,15.7,13.8,16.9
2021-10-15,Palermo,17.6,15.5,19.0
2021-10-16,Palermo,18.6,16.7,21.2
2021-10-17,Palermo,17.4,15.3,20.1
2021-10-18,Palermo,17.5,15.2,20.8
2021-10-19,Palermo,17.6,14.4,21.0
2021-10-20,Palermo,17.4,13.7,21.8
2021-10-21,Palermo,19.8,15.5,24.0
2021-10-22,Palermo,22.0,19.0,25.5
2021-10-23,Palermo,20.7,18.4,23.3
2021-10-24,Palermo,20.6,19.1,22.1
2021-10-25,Palermo,19.2,16.9,22.2
2021-10-26,Palermo,18.4,16.8,20.9
2021-10-27,Palermo,18.6,17.2,20.7
2021-10-28,Palermo,17.8,16.8,19.3
2021-10-29,Palermo,16.1,14.4,17.1
2021-10-30,Palermo,17.3,15.2,19.3
2021-10-31,Palermo,17.3,15.8,18.6
2021-11-01,Palermo,20.0,15.1,22.6
2021-11-02,Palermo,19.9,17.6,22.6
2021-11-03,Palermo,22.8,18.1,25.5
2021-11-04,Palermo,19.8,18.0,23.9
2021-11-05,Palermo,18.9,17.7,20.4
2021-11-06,Palermo,20.5,18.5,22.1
2021-11-07,Palermo,23.1,18.7,26.9
2021-11-08,Palermo,17.8,15.6,19.6
2021-11-09,Palermo,18.3,17.1,19.4
2021-11-10,Palermo,17.9,16.3,19.4
2021-11-11,Palermo,16.8,12.9,18.9
2021-11-12,Palermo,14.7,12.2,18.5
2021-11-13,Palermo,15.7,12.1,20.1
2021-11-14,Palermo,16.5,12.9,20.4
2021-11-15,Palermo,16.3,14.0,19.1
2021-11-16,Palermo,16.1,12.7,19.2
2021-11-17,Palermo,16.3,14.0,19.7
2021-11-18,Palermo,15.8,14.2,19.1
2021-11-19,Palermo,15.7,14.1,18.2
2021-11-20,Palermo,15.7,13.4,18.9
2021-11-21,Palermo,15.8,12.8,18.5
2021-11-22,Palermo,16.6,14.4,19.7
2021-11-23,Palermo,16.2,14.2,18.9
2021-11-24,Palermo,15.7,13.3,19.0
2021-11-25,Palermo,15.7,13.9,18.0
2021-11-26,Palermo,15.5,13.5,17.2
2021-11-27,Palermo,15.1,13.2,16.4
2021-11-28,Palermo,14.1,11.4,16.4
2021-11-29,Palermo,10.7,8.8,12.6
2021-11-30,Palermo,11.7,9.4,13.7
2021-12-01,Palermo,12.9,10.3,15.6
2021-12-02,Palermo,15.1,12.6,17.8
2021-12-03,Palermo,12.5,10.8,14.5
2021-12-04,Palermo,13.7,12.4,15.4
2021-12-05,Palermo,14.2,12.5,16.3
2021-12-06,Palermo,11.2,10.0,12.4
2021-12-07,Palermo,12.7,11.0,14.2
2021-12-08,Palermo,14.3,10.4,17.5
2021-12-09,Palermo,11.9,9.4,14.7
2021-12-10,Palermo,11.9,9.7,13.8
2021-12-11,Palermo,11.3,10.5,12.1
2021-12-12,Palermo,10.8,10.0,12.0
2021-12-13,Palermo,12.0,10.1,14.0
2021-12-14,Palermo,13.3,11.4,15.6
2021-12-15,Palermo,12.1,9.6,14.9
2021-12-16,Palermo,11.8,9.7,14.2
2021-12-17,Palermo,12.4,10.9,13.6
2021-12-18,Palermo,12.5,10.5,14.2
2021-12-19,Palermo,11.0,9.1,13.3
2021-12-20,Palermo,11.0,8.8,14.5
2021-12-21,Palermo,10.7,8.0,14.1
2021-12-22,Palermo,10.3,8.1,14.2
2021-12-23,Palermo,10.2,7.9,14.1
2021-12-24,Palermo,11.4,7.3,15.5
2021-12-25,Palermo,15.7,12.5,19.1
2021-12-26,Palermo,15.9,14.1,17.9
2021-12-27,Palermo,15.8,14.1,17.6
2021-12-28,Palermo,15.6,14.3,17.7
2021-12-29,Palermo,16.6,14.6,18.3
2021-12-30,Palermo,14.7,11.8,16.8
2021-12-31,Palermo,13.4,10.7,17.1
